Date,Low,Open,Volume,Close,High
03-19-2010,30.60,30.60,0,30.60,30.60
03-18-2010,30.60,30.60,0,30.60,30.60
03-17-2010,30.60,30.60,0,30.60,30.60
03-16-2010,30.60,30.60,0,30.60,30.60
03-15-2010,30.60,30.60,0,30.60,30.60
03-12-2010,30.60,30.60,0,30.60,30.60
03-11-2010,30.60,30.60,0,30.60,30.60
03-10-2010,30.60,30.60,0,30.60,30.60
03-09-2010,30.60,30.60,0,30.60,30.60
03-08-2010,30.60,30.60,0,30.60,30.60
03-05-2010,30.60,30.60,0,30.60,30.60
03-04-2010,30.60,30.60,0,30.60,30.60
03-03-2010,30.60,30.60,0,30.60,30.60
03-02-2010,30.60,30.60,0,30.60,30.60
03-01-2010,30.60,30.60,0,30.60,30.60
02-25-2010,30.60,30.60,0,30.60,30.60
02-24-2010,30.60,30.60,0,30.60,30.60
02-23-2010,30.60,30.60,0,30.60,30.60
02-22-2010,30.60,30.60,0,30.60,30.60
02-19-2010,30.60,30.60,0,30.60,30.60
02-18-2010,30.60,30.60,0,30.60,30.60
02-17-2010,30.60,30.60,0,30.60,30.60
02-16-2010,30.60,30.60,0,30.60,30.60
02-15-2010,30.60,30.60,0,30.60,30.60
02-12-2010,30.60,30.60,0,30.60,30.60
02-11-2010,30.60,30.60,0,30.60,30.60
02-11-2010,30.60,30.60,0,30.60,30.60
02-10-2010,30.60,30.60,0,30.60,30.60
02-09-2010,30.60,30.60,0,30.60,30.60
02-08-2010,30.60,30.60,0,30.60,30.60
02-05-2010,30.60,30.60,0,30.60,30.60
02-04-2010,30.60,30.60,0,30.60,30.60
02-03-2010,30.60,30.60,0,30.60,30.60
02-02-2010,30.60,30.60,0,30.60,30.60
02-01-2010,30.60,30.60,0,30.60,30.60
01-29-2010,30.60,30.60,0,30.60,30.60
01-28-2010,30.60,30.60,0,30.60,30.60
01-27-2010,30.60,30.60,0,30.60,30.60
01-26-2010,30.60,30.60,0,30.60,30.60
01-25-2010,29.40,29.40,0,30.60,30.60
01-22-2010,29.40,29.40,0,29.40,29.40
01-21-2010,29.40,29.40,0,29.40,29.40
01-20-2010,29.40,29.40,0,29.40,29.40
01-19-2010,29.40,29.40,0,29.40,29.40
01-18-2010,29.40,29.40,0,29.40,29.40
01-15-2010,29.40,29.40,0,29.40,29.40
01-14-2010,29.40,29.40,0,29.40,29.40
01-13-2010,29.40,29.40,0,29.40,29.40
01-12-2010,29.40,29.40,0,29.40,29.40
01-11-2010,29.40,29.40,0,29.40,29.40
01-08-2010,29.40,29.40,0,29.40,29.40
01-07-2010,29.40,29.40,0,29.40,29.40
01-06-2010,29.40,29.40,0,29.40,29.40
01-05-2010,29.40,29.40,0,29.40,29.40
01-04-2010,29.40,29.40,0,29.40,29.40
12-31-2009,29.40,29.40,0,29.40,29.40
12-30-2009,29.40,29.40,0,29.40,29.40
12-28-2009,29.40,29.40,0,29.40,29.40
12-23-2009,29.40,29.40,0,29.40,29.40
12-22-2009,29.40,29.40,0,29.40,29.40
12-21-2009,29.40,29.40,0,29.40,29.40
12-18-2009,29.40,29.40,0,29.40,29.40
12-17-2009,29.40,29.40,0,29.40,29.40
